,route,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,state,From,To
3324,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5227,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06h 45m,05:30,3.7,439.0,33,Andhra Pradesh,Kadapa,Bangalore
3325,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6096,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06h 45m,05:30,3.6,439.0,17,Andhra Pradesh,Kadapa,Bangalore
3326,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,05h 50m,04:35,4.2,439.0,22,Andhra Pradesh,Kadapa,Bangalore
3327,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,06h 10m,05:00,1.3,439.0,33,Andhra Pradesh,Kadapa,Bangalore
3328,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9266,INDRA(A.C. Seater),23:00,05h 40m,04:40,4.1,526.0,34,Andhra Pradesh,Kadapa,Bangalore
3329,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 93811,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:05,05h 55m,05:00,3.8,439.0,1,Andhra Pradesh,Kadapa,Bangalore
3330,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 7744,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,07h 30m,06:45,3.7,439.0,33,Andhra Pradesh,Kadapa,Bangalore
3331,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 48483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,06h 45m,06:00,4.2,439.0,31,Andhra Pradesh,Kadapa,Bangalore
3332,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06h 00m,05:30,3.8,439.0,34,Andhra Pradesh,Kadapa,Bangalore
3333,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 48516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,07h 00m,06:30,4.5,439.0,33,Andhra Pradesh,Kadapa,Bangalore
3334,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,04h 35m,04:20,4.6,656.0,45,Andhra Pradesh,Kadapa,Bangalore
3335,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,06h 10m,06:00,3.7,439.0,33,Andhra Pradesh,Kadapa,Bangalore
3336,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,06h 40m,06:30,4.5,439.0,33,Andhra Pradesh,Kadapa,Bangalore
3337,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5803,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,05h 40m,05:30,1.2,439.0,31,Andhra Pradesh,Kadapa,Bangalore
3338,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:05,08h 15m,06:20,3.6,399.0,32,Andhra Pradesh,Kadapa,Bangalore
3339,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,S R Travels,NON A/C Sleeper (2+1),22:20,07h 10m,05:30,3.6,790.0,20,Andhra Pradesh,Kadapa,Bangalore
3340,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,06h 15m,04:45,4.3,599.0,25,Andhra Pradesh,Kadapa,Bangalore
3341,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,06h 30m,05:00,4.0,399.0,36,Andhra Pradesh,Kadapa,Bangalore
3342,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,S R Travels,Non A/C Seater / Sleeper (2+1),22:40,06h 35m,05:15,3.6,600.0,29,Andhra Pradesh,Kadapa,Bangalore
3343,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,07h 00m,05:40,4.3,450.0,26,Andhra Pradesh,Kadapa,Bangalore
3344,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,08h 10m,06:55,3.7,350.0,16,Andhra Pradesh,Kadapa,Bangalore
3345,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,06h 15m,05:00,4.4,500.0,27,Andhra Pradesh,Kadapa,Bangalore
3346,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Maheswari Travels,NON A/C Sleeper (2+1),22:50,07h 00m,05:50,3.5,650.0,20,Andhra Pradesh,Kadapa,Bangalore
3347,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,INDHU BUS,Non A/C Seater / Sleeper (2+1),22:55,05h 45m,04:40,3.5,444.0,29,Andhra Pradesh,Kadapa,Bangalore
3348,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,06h 35m,05:30,4.0,660.0,37,Andhra Pradesh,Kadapa,Bangalore
3349,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 50m,05:50,3.5,450.0,33,Andhra Pradesh,Kadapa,Bangalore
3350,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 00m,05:00,4.5,660.0,45,Andhra Pradesh,Kadapa,Bangalore
3351,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Indu Travels,A/C Sleeper (2+1),23:00,06h 00m,05:00,3.6,899.0,20,Andhra Pradesh,Kadapa,Bangalore
3352,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,S R Travels,A/C Seater / Sleeper (2+1),23:00,06h 30m,05:30,3.6,720.0,36,Andhra Pradesh,Kadapa,Bangalore
3353,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),23:00,06h 25m,05:25,3.8,398.0,22,Andhra Pradesh,Kadapa,Bangalore
3354,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:10,06h 50m,06:00,3.1,650.0,28,Andhra Pradesh,Kadapa,Bangalore
3355,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,3.6,449.0,30,Andhra Pradesh,Kadapa,Bangalore
3356,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AR & BCVR Travels,A/C Sleeper (2+1),23:15,06h 15m,05:30,3.8,900.0,20,Andhra Pradesh,Kadapa,Bangalore
3357,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,06h 45m,06:00,4.2,400.0,18,Andhra Pradesh,Kadapa,Bangalore
3358,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,08h 05m,07:20,4.0,450.0,28,Andhra Pradesh,Kadapa,Bangalore
3359,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,3.3,449.0,33,Andhra Pradesh,Kadapa,Bangalore
3360,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,3.8,449.0,36,Andhra Pradesh,Kadapa,Bangalore
3361,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Abhishek Bus,A/C Sleeper (2+1),23:40,05h 15m,04:55,3.5,749.0,19,Andhra Pradesh,Kadapa,Bangalore
3362,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),23:45,06h 45m,06:30,3.8,499.0,28,Andhra Pradesh,Kadapa,Bangalore
3363,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,3.9,600.0,24,Andhra Pradesh,Kadapa,Bangalore
3364,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:55,05h 25m,05:20,4.6,550.0,25,Andhra Pradesh,Kadapa,Bangalore
3365,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:58,07h 32m,07:30,4.1,550.0,22,Andhra Pradesh,Kadapa,Bangalore
3366,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport(SVBT),A/C Sleeper (2+1),23:59,06h 01m,06:00,4.8,900.0,21,Andhra Pradesh,Kadapa,Bangalore
3367,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),23:59,05h 41m,05:40,3.9,700.0,28,Andhra Pradesh,Kadapa,Bangalore
3368,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6702,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:00,04h 45m,14:45,2.8,307.0,35,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3369,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52845,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:45,04h 05m,14:50,3.9,307.0,33,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3370,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6708,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",11:15,04h 30m,15:45,3.4,307.0,1,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3371,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6712,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:45,04h 35m,16:20,3.2,340.0,33,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3372,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52847,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:45,04h 05m,16:50,2.3,340.0,37,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3373,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6332,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:45,04h 30m,17:15,3.6,340.0,31,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3374,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52265,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",13:30,05h 00m,18:30,1.6,307.0,35,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3375,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52849,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,04h 00m,18:00,3.8,340.0,34,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3376,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,04h 00m,18:30,4.0,340.0,31,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3377,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6627,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,05h 00m,19:45,3.8,340.0,34,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3378,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6328,INDRA(A.C. Seater),15:15,03h 15m,18:30,3.6,433.0,32,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3379,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6969,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,04h 00m,19:15,2.9,340.0,33,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3380,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52935,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",15:45,05h 00m,20:45,3.8,307.0,35,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3381,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52267,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",16:15,05h 00m,21:15,2.8,307.0,35,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3382,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6745,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,04h 25m,21:25,3.4,340.0,29,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3383,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52269,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,05h 00m,22:30,2.8,307.0,33,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3384,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52921,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,04h 50m,22:50,3.3,340.0,34,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3385,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 52937,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:45,05h 00m,02:45,4.0,307.0,37,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3386,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05h 00m,03:30,4.0,340.0,33,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3387,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6781,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:45,04h 45m,03:30,4.2,307.0,18,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3388,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6960,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03h 50m,03:05,3.0,340.0,27,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3389,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,03h 50m,03:35,3.6,340.0,17,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3390,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:58,03h 52m,03:50,3.6,340.0,24,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3391,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,APSRTC - 6986,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:59,04h 21m,04:20,3.2,340.0,32,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3392,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:10,03h 05m,01:15,4.5,800.0,29,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3393,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),21:25,03h 00m,00:25,3.7,800.0,14,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3394,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),20:05,03h 35m,23:40,4.8,850.0,10,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3395,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:25,03h 20m,23:45,3.8,1100.0,26,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3396,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,03h 15m,01:15,4.6,1500.0,12,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3397,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Royal Rich India,Bharat Benz A/C Sleeper (2+1),20:10,03h 35m,23:45,4.7,650.0,30,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3398,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,OVR Travels,NON A/C Sleeper (2+1),23:40,05h 50m,05:30,3.3,850.0,17,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3399,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),23:00,03h 30m,02:30,4.0,1000.0,37,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3400,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:15,03h 15m,01:30,3.3,900.0,21,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3401,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),04:20,04h 55m,09:15,3.6,842.0,12,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3402,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,OVR Travels,Non A/C Seater / Sleeper (2+1),23:40,05h 50m,05:30,2.5,650.0,38,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3403,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),21:45,03h 30m,01:15,3.0,400.0,38,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3404,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:35,03h 25m,03:00,2.5,800.0,31,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3405,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:00,03h 35m,02:35,1.4,850.0,8,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3406,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Amala Travels,Non A/C Seater / Sleeper (2+1),23:40,05h 50m,05:30,1.7,600.0,32,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3407,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:55,03h 30m,02:25,1.6,850.0,24,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3408,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Delta Transports Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),00:10,03h 30m,03:40,4.4,1000.0,35,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3409,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,03h 40m,23:40,3.8,900.0,28,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3410,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,ORM Tours and Travels,A/C Sleeper (2+1),23:30,06h 00m,05:30,3.4,800.0,25,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3411,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:30,03h 00m,02:30,3.4,1000.0,23,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3412,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:45,03h 15m,03:00,3.3,850.0,19,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3413,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),23:00,04h 00m,03:00,3.3,1649.0,24,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3414,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:50,03h 40m,03:30,3.7,1300.0,26,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3415,Anantapur (andhra pradesh) to Bangalore,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),04:20,05h 40m,10:00,3.6,1850.0,7,Andhra Pradesh,Anantapur (andhra pradesh),Bangalore
3416,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5496,SAPTAGIRI EXPRESS,10:00,06h 00m,16:00,3.6,284.0,45,Andhra Pradesh,Tirupati,Bangalore
3417,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5456,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,06h 00m,16:00,4.6,398.0,33,Andhra Pradesh,Tirupati,Bangalore
3418,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5462,SAPTAGIRI EXPRESS,10:30,06h 00m,16:30,3.7,284.0,45,Andhra Pradesh,Tirupati,Bangalore
3419,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 9019,Express(Non AC Seater),10:45,06h 25m,17:10,3.7,294.0,47,Andhra Pradesh,Tirupati,Bangalore
3420,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:45,06h 00m,16:45,3.1,398.0,34,Andhra Pradesh,Tirupati,Bangalore
3421,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5468,SAPTAGIRI EXPRESS,11:00,06h 00m,17:00,3.7,284.0,43,Andhra Pradesh,Tirupati,Bangalore
3422,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5458,SAPTAGIRI EXPRESS,11:30,06h 00m,17:30,3.1,284.0,45,Andhra Pradesh,Tirupati,Bangalore
3423,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5073,INDRA(A.C. Seater),11:40,04h 35m,16:15,2.5,506.0,37,Andhra Pradesh,Tirupati,Bangalore
3424,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5464,SAPTAGIRI EXPRESS,12:00,06h 00m,18:00,3.7,284.0,45,Andhra Pradesh,Tirupati,Bangalore
3425,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5460,SAPTAGIRI EXPRESS,12:30,06h 00m,18:30,4.6,284.0,45,Andhra Pradesh,Tirupati,Bangalore
3426,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 5624,Express(Non AC Seater),13:20,06h 00m,19:20,3.8,294.0,47,Andhra Pradesh,Tirupati,Bangalore
3427,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,APSRTC - 9007,Express(Non AC Seater),13:45,06h 00m,19:45,3.8,280.0,45,Andhra Pradesh,Tirupati,Bangalore
